tick,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15
256,10,2,6,9,21,2,11,4,1,10,14,17,3,4,17,20
257,11,2,6,8,21,2,12,3,1,11,14,18,3,5,17,20
258,12,2,6,8,21,1,12,2,2,12,14,18,3,5,17,19
259,12,1,7,8,20,1,12,1,2,12,14,18,4,5,18,19
260,12,1,7,7,19,1,13,1,2,12,14,19,4,6,19,19
261,13,1,7,6,19,2,13,1,3,13,15,19,4,7,19,18
262,13,2,8,6,19,3,13,2,4,14,15,19,5,8,19,17
263,13,3,9,6,18,4,14,3,5,14,15,20,6,9,20,16
264,14,4,9,5,17,5,15,4,6,14,15,20,6,10,20,15
265,15,5,9,5,17,6,15,5,7,14,16,20,6,10,20,15
266,16,6,10,5,17,7,15,6,8,15,16,21,7,10,21,15
267,16,7,11,4,17,8,16,6,9,16,16,22,8,11,21,14
268,16,8,12,4,17,8,17,6,9,17,17,22,8,12,21,13
269,16,9,12,4,17,8,18,6,9,18,18,22,8,13,22,13
270,16,10,12,4,16,8,19,6,10,18,19,23,9,14,22,13
271,17,10,13,4,16,8,19,6,10,18,19,23,10,15,22,12
272,18,10,13,3,16,8,19,6,10,19,19,23,11,15,22,11
273,18,11,13,3,15,8,20,7,11,19,20,23,12,15,22,10
274,18,12,13,3,14,9,21,8,12,19,21,23,12,16,23,10
275,19,13,13,2,13,9,21,8,13,20,21,24,12,16,23,10
276,19,14,14,2,13,9,21,8,14,21,21,24,13,16,23,9
277,19,15,14,2,13,10,22,9,14,21,22,24,14,17,24,9
278,18,15,14,2,12,11,22,9,14,21,22,25,15,17,24,9
279,17,15,15,2,12,11,22,9,15,21,22,25,15,17,24,8
280,16,16,16,1,12,11,23,9,16,21,23,25,15,18,25,7
281,15,17,17,1,11,11,23,9,17,22,23,24,16,19,25,7
282,14,18,17,1,10,12,23,10,17,22,23,23,17,19,25,7
283,14,19,17,2,9,12,22,11,17,22,24,22,17,19,24,6
284,14,19,18,3,8,12,21,12,17,23,24,21,17,20,23,5
285,13,19,19,4,8,12,21,13,18,23,24,20,18,20,22,5
286,13,20,19,4,8,13,21,14,19,23,25,19,18,20,21,5
287,13,20,19,4,7,14,20,14,20,22,25,18,18,21,20,4
288,12,20,20,5,6,15,20,14,21,21,25,17,19,21,20,4
289,11,21,21,6,6,16,20,14,22,20,25,16,20,21,20,4
290,10,22,22,6,6,16,19,15,22,19,25,16,20,22,19,3
